time,event,entry,pHCl,pH2SO4,HNO3
48.30,1.00,28.00,0.67,1.74,0.34
30.00,0.00,0.00,0.85,1.70,0.23
58.00,0.00,28.00,0.33,1.56,0.26
50.00,0.00,20.00,0.43,1.57,0.25
7.20,0.00,0.00,0.73,1.52,0.18
67.00,1.00,42.00,0.83,1.80,0.40
54.70,1.00,43.00,0.44,1.72,0.26
51.00,0.00,21.00,0.49,1.63,0.26
60.00,0.00,30.00,0.45,1.72,0.26
29.90,0.00,0.00,0.39,1.67,0.27
61.00,0.00,31.00,0.55,1.68,0.30
47.00,0.00,17.00,0.46,1.71,0.26
29.00,0.00,0.00,0.49,1.74,0.27
30.00,0.00,0.00,0.70,1.50,0.17
72.00,0.00,42.00,0.55,1.78,0.37
1.30,0.00,0.00,0.54,1.65,0.22
61.00,0.00,31.00,0.59,1.54,0.20
51.00,0.00,21.00,0.43,1.73,0.27
49.90,1.00,23.00,0.31,1.56,0.31
70.00,0.00,40.00,0.43,1.57,0.25
30.00,0.00,0.00,0.85,1.70,0.23
58.00,0.00,28.00,0.67,1.74,0.34
30.00,0.00,0.00,0.86,1.70,0.23
43.00,0.00,13.00,0.41,1.67,0.26
60.60,1.00,59.00,0.61,1.58,0.26
104.40,1.00,77.00,0.40,1.62,0.24
87.00,0.00,57.00,0.35,1.59,0.26
51.00,0.00,21.00,0.84,1.57,0.18
63.00,0.00,33.00,0.56,1.73,0.25
82.00,0.00,52.00,0.50,1.65,0.29
106.00,0.00,76.00,0.46,1.63,0.26
69.60,1.00,58.00,0.94,1.62,0.17
41.00,0.00,11.00,0.76,1.58,0.17
55.00,0.00,25.00,0.56,1.58,0.21
9.20,0.00,0.00,0.78,1.54,0.18
30.00,0.00,0.00,0.64,1.66,0.23
16.20,0.00,0.00,0.48,1.61,0.26
43.00,0.00,13.00,0.53,1.70,0.23
52.00,0.00,22.00,0.42,1.63,0.26
108.00,0.00,78.00,0.57,1.68,0.34
108.00,0.00,78.00,0.68,1.54,0.18
30.00,0.00,0.00,0.52,1.64,0.22
30.00,0.00,0.00,0.87,1.70,0.19
92.00,0.00,62.00,0.39,1.68,0.28
70.00,0.00,40.00,0.38,1.59,0.24
15.30,0.00,0.00,0.62,1.50,0.17
87.00,0.00,57.00,0.47,1.73,0.26
0.60,0.00,0.00,0.71,1.72,0.25
29.50,1.00,19.00,0.79,1.73,0.25
58.00,0.00,28.00,0.32,1.60,0.31
29.40,0.00,0.00,0.65,1.51,0.15
43.20,1.00,24.00,0.39,1.85,0.41
10.70,0.00,0.00,0.64,1.72,0.39
30.00,0.00,0.00,0.38,1.57,0.24
5.40,0.00,0.00,0.55,1.81,0.27
65.00,0.00,35.00,0.34,1.60,0.30
63.00,0.00,33.00,0.52,1.70,0.24
28.40,0.00,0.00,0.37,1.81,0.37
15.20,1.00,0.00,0.67,1.52,0.18
53.30,1.00,31.00,0.65,1.71,0.34
6.70,0.00,0.00,0.63,1.53,0.16
21.30,1.00,0.00,0.83,1.66,0.25
19.20,0.00,0.00,0.80,1.77,0.38
71.00,0.00,41.00,0.36,1.60,0.25
106.00,0.00,76.00,0.50,1.68,0.28
10.30,0.00,0.00,0.55,1.65,0.22
106.00,0.00,76.00,0.46,1.64,0.26
43.10,1.00,37.00,0.59,1.58,0.22
65.80,1.00,37.00,0.59,1.57,0.21
41.00,0.00,11.00,0.68,1.78,0.24
31.00,0.00,1.00,0.50,1.62,0.22
59.00,0.00,29.00,0.41,1.67,0.26
45.10,1.00,32.00,0.99,1.63,0.18
106.00,0.00,76.00,0.47,1.64,0.26
76.00,0.00,46.00,0.66,1.69,0.23
69.00,0.00,39.00,0.61,1.60,0.28
65.00,0.00,35.00,0.97,1.76,0.21
47.00,0.00,17.00,0.46,1.70,0.27
69.00,0.00,39.00,0.54,1.56,0.26
83.00,0.00,53.00,0.56,1.66,0.22
15.90,0.00,0.00,0.50,1.80,0.28
61.00,0.00,31.00,0.43,1.72,0.26
70.00,0.00,40.00,0.42,1.90,0.41
63.90,1.00,57.00,0.43,1.69,0.25
83.00,0.00,53.00,0.69,1.79,0.25
30.00,0.00,0.00,0.85,1.67,0.25
30.00,0.00,0.00,0.58,1.63,0.25
91.00,0.00,61.00,0.35,1.64,0.30
104.00,0.00,74.00,0.35,1.66,0.31
4.40,0.00,0.00,0.79,1.57,0.16
78.20,1.00,53.00,0.66,1.89,0.25
46.30,1.00,40.00,0.40,1.60,0.24
18.60,0.00,0.00,1.21,1.74,0.24
30.00,0.00,0.00,0.33,1.61,0.27
41.00,0.00,11.00,0.84,1.56,0.18
64.00,0.00,34.00,0.34,1.65,0.29
61.00,0.00,31.00,0.32,1.60,0.31
9.60,0.00,0.00,1.17,1.66,0.20
52.00,0.00,22.00,0.44,1.72,0.27
85.00,0.00,55.00,0.49,1.63,0.28
5.00,0.00,0.00,1.26,1.77,0.25
33.80,1.00,31.00,0.61,1.79,0.25
59.60,1.00,37.00,0.62,1.77,0.24
53.80,1.00,45.00,0.57,1.64,0.25
64.00,0.00,34.00,0.56,1.75,0.25
44.00,0.00,14.00,0.51,1.60,0.20
61.00,0.00,31.00,0.57,1.53,0.19
41.00,0.00,11.00,0.43,1.66,0.24
26.00,0.00,0.00,0.45,1.67,0.26
53.00,0.00,23.00,0.62,1.68,0.30
30.00,0.00,0.00,0.61,1.55,0.20
68.00,0.00,38.00,0.34,1.53,0.27
99.00,0.00,69.00,0.61,1.50,0.17
30.00,0.00,0.00,0.36,1.63,0.30
59.00,0.00,29.00,0.47,1.67,0.25
22.30,1.00,20.00,0.78,1.68,0.31
58.00,0.00,28.00,0.38,1.55,0.28
64.00,1.00,39.00,0.61,1.55,0.21
23.70,0.00,0.00,0.59,1.58,0.26
23.70,1.00,0.00,0.33,1.48,0.27
26.20,1.00,17.00,0.84,1.59,0.16
45.00,0.00,15.00,0.41,1.70,0.27
44.00,0.00,14.00,0.44,1.71,0.26
22.50,1.00,17.00,0.62,1.57,0.22
59.00,0.00,29.00,0.41,1.68,0.26
26.80,1.00,13.00,0.46,1.66,0.26
61.00,0.00,31.00,0.49,1.66,0.28
63.70,1.00,55.00,0.40,1.58,0.27
30.00,0.00,0.00,0.58,1.60,0.25
77.80,1.00,62.00,0.81,1.55,0.18
47.00,0.00,17.00,0.52,1.65,0.23
5.90,0.00,0.00,0.78,1.57,0.16
52.30,1.00,52.00,0.50,1.63,0.26
66.00,0.00,36.00,0.47,1.65,0.24
40.00,0.00,10.00,1.17,1.76,0.22
65.00,0.00,35.00,0.32,1.60,0.31
44.00,0.00,14.00,0.41,1.86,0.40
82.00,0.00,52.00,0.52,1.64,0.30
18.60,0.00,0.00,0.63,1.74,0.33
9.40,0.00,0.00,0.67,1.78,0.24
53.50,1.00,37.00,0.41,1.69,0.26
74.40,1.00,53.00,0.45,1.71,0.28
75.30,1.00,71.00,0.64,1.58,0.20
45.00,0.00,15.00,0.54,1.68,0.24
75.00,0.00,45.00,0.70,1.55,0.17
39.40,1.00,14.00,0.47,1.71,0.25
30.00,0.00,0.00,0.56,1.73,0.25
44.00,0.00,14.00,0.59,1.69,0.29
53.00,0.00,23.00,0.55,1.73,0.32
40.00,0.00,10.00,0.83,1.62,0.18
58.00,0.00,28.00,0.32,1.56,0.28
44.00,0.00,14.00,0.51,1.58,0.20
14.20,0.00,0.00,0.60,1.68,0.23
6.70,0.00,0.00,0.34,1.62,0.29
40.00,0.00,10.00,0.85,1.57,0.16
30.00,0.00,0.00,0.60,1.60,0.28
41.00,1.00,39.00,0.60,1.57,0.20
61.00,0.00,31.00,0.62,1.80,0.25
25.50,0.00,0.00,0.77,1.63,0.29
71.00,0.00,41.00,0.68,1.68,0.23
50.00,0.00,20.00,0.40,1.59,0.24
51.00,0.00,21.00,0.63,1.54,0.16
101.00,0.00,71.00,0.50,1.83,0.28
88.00,0.00,58.00,0.63,1.68,0.23
25.70,1.00,14.00,0.44,1.71,0.26
89.00,0.00,59.00,0.61,1.58,0.27
97.00,0.00,67.00,0.59,1.70,0.27
9.90,0.00,0.00,0.60,1.83,0.26
41.00,0.00,11.00,0.56,1.67,0.27
30.00,0.00,0.00,0.91,1.73,0.21
72.00,0.00,42.00,0.81,1.77,0.38
30.00,0.00,0.00,0.68,1.64,0.24
30.00,0.00,0.00,0.61,1.60,0.28
44.00,0.00,14.00,0.56,1.68,0.25
6.10,0.00,0.00,0.67,1.52,0.18
54.00,0.00,24.00,0.40,1.83,0.40
78.00,0.00,48.00,0.50,1.80,0.28
29.30,0.00,0.00,0.37,1.81,0.37
14.70,0.00,0.00,0.92,1.73,0.20
42.00,0.00,12.00,0.52,1.59,0.19
96.20,1.00,75.00,0.58,1.71,0.27
8.60,0.00,0.00,0.45,1.71,0.28
57.00,0.00,27.00,0.63,1.51,0.18
6.60,0.00,0.00,0.55,1.58,0.19
69.00,0.00,39.00,0.57,1.69,0.27
47.00,0.00,17.00,0.52,1.72,0.31
64.00,0.00,34.00,0.62,1.56,0.22
30.00,0.00,0.00,0.70,1.61,0.29
30.00,0.00,0.00,0.88,1.72,0.23
58.00,0.00,28.00,0.47,1.68,0.25
57.00,0.00,27.00,0.61,1.52,0.18
56.00,0.00,26.00,0.52,1.65,0.22
45.00,0.00,15.00,0.43,1.61,0.25
64.00,0.00,34.00,0.38,1.66,0.30
60.30,1.00,39.00,0.60,1.60,0.28
76.80,1.00,56.00,0.56,1.71,0.24
9.90,0.00,0.00,0.55,1.73,0.24
45.50,1.00,21.00,0.47,1.68,0.25
76.00,0.00,46.00,0.69,1.69,0.23
92.00,0.00,62.00,0.43,1.73,0.27
83.90,1.00,62.00,0.82,1.56,0.17
70.00,0.00,40.00,0.39,1.62,0.25
58.00,0.00,28.00,0.42,1.56,0.27
53.00,0.00,23.00,0.31,1.56,0.31
22.30,0.00,0.00,0.77,1.57,0.15
66.00,0.00,36.00,0.45,1.70,0.27
86.40,1.00,71.00,0.53,1.66,0.27
55.00,0.00,25.00,0.57,1.57,0.20
49.00,0.00,19.00,0.72,1.51,0.18
3.00,0.00,0.00,0.87,1.82,0.50
42.00,0.00,12.00,0.57,1.69,0.27
104.60,1.00,78.00,0.63,1.53,0.18
14.70,0.00,0.00,0.97,1.64,0.18
81.00,0.00,51.00,0.48,1.65,0.27
48.00,0.00,18.00,0.67,1.69,0.23
13.30,0.00,0.00,0.35,1.59,0.27
26.80,0.00,0.00,0.81,1.55,0.18
40.70,1.00,18.00,0.56,1.52,0.17
79.00,0.00,49.00,0.46,1.65,0.25
69.00,0.00,39.00,1.01,1.77,0.24
23.60,0.00,0.00,0.68,1.54,0.18
36.00,0.00,6.00,0.56,1.60,0.22
2.50,0.00,0.00,0.33,1.61,0.30
68.30,1.00,57.00,0.46,1.70,0.26
30.00,0.00,0.00,0.63,1.54,0.20
79.00,0.00,49.00,0.71,1.60,0.26
30.00,0.00,0.00,0.35,1.62,0.31
66.00,0.00,36.00,0.35,1.60,0.28
41.00,0.00,11.00,0.60,1.70,0.37
30.00,0.00,0.00,0.82,1.61,0.17
58.00,0.00,28.00,0.47,1.69,0.26
0.50,0.00,0.00,0.82,1.58,0.17
54.40,1.00,37.00,0.89,1.58,0.16
65.00,0.00,35.00,0.34,1.62,0.29
42.00,0.00,12.00,0.47,1.60,0.26
30.00,0.00,0.00,0.54,1.56,0.18
43.00,0.00,13.00,0.44,1.73,0.28
30.00,0.00,0.00,0.74,1.79,0.39
56.20,1.00,37.00,1.05,1.61,0.18
3.40,0.00,0.00,0.77,1.66,0.28
44.00,0.00,14.00,0.54,1.59,0.18
80.00,0.00,50.00,0.38,1.66,0.28
52.20,1.00,42.00,0.73,1.82,0.43
30.00,0.00,0.00,1.00,1.78,0.22
50.00,0.00,20.00,0.72,1.54,0.15
49.00,0.00,19.00,0.36,1.60,0.25
30.00,0.00,0.00,0.33,1.49,0.27
71.00,0.00,41.00,0.61,1.70,0.23
72.00,0.00,42.00,0.35,1.65,0.31
30.00,0.00,0.00,1.17,1.87,0.50
106.00,0.00,76.00,0.34,1.55,0.26
30.00,0.00,0.00,0.66,1.52,0.19
34.70,1.00,17.00,0.41,1.59,0.24
71.00,0.00,41.00,0.36,1.59,0.26
62.00,0.00,32.00,0.48,1.56,0.25
82.50,1.00,60.00,0.37,1.57,0.23
10.20,1.00,0.00,1.16,1.90,0.57
44.00,0.00,14.00,0.62,1.60,0.23
5.90,0.00,0.00,0.79,1.54,0.18
48.00,0.00,18.00,0.47,1.62,0.23
51.80,1.00,45.00,0.57,1.64,0.25
17.20,0.00,0.00,0.61,1.55,0.21
16.20,0.00,0.00,0.39,1.60,0.25
58.00,0.00,28.00,0.32,1.74,0.29
61.00,0.00,31.00,0.72,1.51,0.18
37.90,1.00,37.00,1.07,1.75,0.22
30.00,0.00,0.00,1.02,1.76,0.32
30.00,0.00,0.00,0.46,1.64,0.26
63.60,1.00,53.00,0.40,1.67,0.27
30.00,0.00,0.00,0.55,1.71,0.24
25.50,1.00,25.00,1.49,1.73,0.27
48.80,1.00,20.00,0.68,1.50,0.17
30.00,0.00,0.00,0.74,1.79,0.39
26.30,0.00,0.00,1.00,1.77,0.21
66.00,0.00,36.00,0.50,1.66,0.23
58.00,0.00,28.00,0.32,1.59,0.31
80.00,0.00,50.00,0.38,1.66,0.28
30.00,0.00,0.00,0.33,1.59,0.31
81.00,0.00,51.00,0.32,1.61,0.29
3.90,0.00,0.00,0.49,1.70,0.29
19.00,0.00,0.00,0.63,1.83,0.24
27.10,0.00,0.00,0.82,1.56,0.17
30.00,0.00,0.00,0.53,1.55,0.18
30.00,0.00,0.00,0.78,1.79,0.38
51.00,0.00,21.00,0.41,1.82,0.39
57.60,1.00,36.00,0.38,1.58,0.28
47.00,0.00,17.00,0.62,1.56,0.22
30.00,0.00,0.00,0.60,1.52,0.18
42.00,0.00,12.00,0.47,1.61,0.25
48.00,0.00,18.00,0.33,1.65,0.30
20.70,1.00,1.00,0.87,1.71,0.21
18.60,0.00,0.00,0.57,1.68,0.23
101.00,0.00,71.00,0.64,1.58,0.21
64.00,0.00,34.00,0.42,1.70,0.27
42.00,1.00,14.00,0.49,1.60,0.21
30.00,0.00,0.00,0.58,1.53,0.17
12.00,0.00,0.00,0.93,1.84,0.53
41.00,0.00,11.00,0.66,1.77,0.25
7.80,0.00,0.00,0.76,1.56,0.21
77.90,1.00,50.00,0.37,1.65,0.29
91.00,0.00,61.00,0.37,1.66,0.28
41.00,0.00,11.00,0.77,1.59,0.17
60.00,0.00,30.00,0.44,1.65,0.24
30.00,0.00,0.00,0.92,1.83,0.42
30.00,0.00,0.00,0.50,1.66,0.28
73.00,0.00,43.00,0.61,1.68,0.23
45.00,0.00,15.00,0.44,1.66,0.25
10.70,0.00,0.00,1.00,1.85,0.44
27.70,0.00,0.00,0.45,1.67,0.26
52.00,0.00,22.00,0.36,1.62,0.26
40.00,0.00,10.00,0.45,1.68,0.25
51.00,0.00,21.00,0.49,1.63,0.26
53.00,0.00,23.00,0.42,1.82,0.39
30.00,0.00,0.00,0.77,1.73,0.23
92.00,0.00,62.00,0.44,1.73,0.27
82.00,0.00,52.00,0.51,1.64,0.27
68.00,0.00,38.00,0.73,1.60,0.25
7.30,0.00,0.00,0.52,1.65,0.26
19.20,0.00,0.00,0.67,1.52,0.19
72.00,0.00,42.00,0.36,1.60,0.25
72.00,0.00,42.00,0.37,1.65,0.29
14.80,1.00,0.00,1.16,1.73,0.23
29.10,0.00,0.00,0.45,1.82,0.39
0.90,0.00,0.00,0.82,1.56,0.18
58.00,0.00,28.00,0.33,1.56,0.26
71.00,0.00,41.00,0.53,1.82,0.28
30.00,0.00,0.00,0.66,1.52,0.19
30.00,0.00,0.00,0.42,1.60,0.24
30.00,0.00,0.00,0.60,1.64,0.23
68.00,0.00,38.00,0.73,1.62,0.27
53.00,0.00,23.00,0.31,1.55,0.31
44.00,0.00,14.00,0.62,1.60,0.22
30.00,0.00,0.00,0.50,1.66,0.28
30.00,0.00,0.00,0.62,1.55,0.21
41.80,1.00,24.00,0.52,1.57,0.19
72.00,0.00,42.00,0.50,1.80,0.40
44.40,1.00,37.00,0.61,1.78,0.25
51.00,0.00,21.00,0.49,1.64,0.25
85.00,0.00,55.00,0.44,1.55,0.27
20.40,0.00,0.00,0.55,1.73,0.24
73.00,0.00,43.00,0.44,1.73,0.26
59.00,0.00,29.00,0.42,1.67,0.25
61.00,0.00,31.00,0.50,1.66,0.28
47.00,0.00,17.00,0.93,1.62,0.18
90.00,0.00,60.00,0.46,1.65,0.27
30.00,0.00,0.00,0.62,1.51,0.18
9.50,0.00,0.00,0.39,1.69,0.28
30.00,0.00,0.00,0.86,1.81,0.50
30.00,0.00,0.00,0.86,1.68,0.19
48.30,1.00,41.00,0.61,1.49,0.15
50.00,0.00,20.00,0.63,1.53,0.16
61.00,0.00,31.00,0.63,1.71,0.33
45.00,0.00,15.00,0.44,1.65,0.25
98.00,0.00,68.00,0.41,1.68,0.26
104.00,0.00,74.00,0.30,1.57,0.29
70.00,1.00,68.00,0.36,1.63,0.29
35.60,1.00,32.00,0.35,1.64,0.31
29.70,0.00,0.00,0.46,1.72,0.26
45.00,0.00,15.00,0.42,1.61,0.25
83.00,0.00,53.00,0.43,1.70,0.26
5.40,0.00,0.00,0.38,1.66,0.28
66.00,0.00,36.00,0.43,1.70,0.32
30.00,0.00,0.00,0.77,1.55,0.16
43.00,0.00,13.00,0.43,1.70,0.26
60.00,0.00,30.00,0.45,1.71,0.27
67.60,1.00,39.00,0.35,1.55,0.28
101.00,0.00,71.00,0.49,1.63,0.25
44.00,0.00,14.00,0.39,1.50,0.26
83.00,0.00,53.00,0.51,1.57,0.20
0.30,0.00,0.00,1.50,1.73,0.27
88.00,0.00,58.00,0.53,1.81,0.29
12.50,0.00,0.00,0.66,1.52,0.19
78.00,0.00,48.00,0.45,1.70,0.27
14.60,0.00,0.00,0.58,1.51,0.17
55.00,0.00,25.00,0.42,1.84,0.39
6.10,0.00,0.00,1.03,1.77,0.20
66.00,0.00,36.00,0.40,1.69,0.27
50.00,0.00,20.00,0.81,1.62,0.18
92.00,0.00,62.00,0.67,1.52,0.19
12.40,0.00,0.00,0.43,1.70,0.26
23.00,1.00,5.00,0.58,1.71,0.27
30.00,0.00,0.00,0.40,1.69,0.27
19.30,0.00,0.00,0.43,1.56,0.28
60.00,0.00,30.00,0.53,1.71,0.24
10.10,0.00,0.00,0.83,1.79,0.47
30.00,0.00,0.00,0.89,1.83,0.41
44.00,0.00,14.00,0.43,1.52,0.27
15.30,0.00,0.00,0.60,1.74,0.24
51.00,0.00,21.00,0.66,1.53,0.15
101.00,0.00,71.00,0.34,1.48,0.27
26.30,1.00,20.00,0.92,1.69,0.39
73.60,1.00,50.00,0.59,1.59,0.22
30.00,0.00,0.00,0.40,1.69,0.27
56.00,0.00,26.00,0.52,1.65,0.23
48.00,1.00,37.00,1.02,1.77,0.21
73.50,1.00,59.00,0.59,1.58,0.26
13.80,1.00,0.00,0.83,1.80,0.40
33.40,1.00,29.00,0.68,1.61,0.24
12.10,1.00,0.00,1.19,1.79,0.29
92.00,0.00,62.00,0.33,1.60,0.31
32.00,0.00,2.00,0.57,1.66,0.24
69.00,0.00,39.00,0.65,1.53,0.19
2.20,0.00,0.00,1.21,1.92,0.58
63.00,0.00,33.00,0.42,1.70,0.28
52.40,1.00,44.00,0.38,1.67,0.29
51.00,0.00,21.00,0.35,1.63,0.31
48.00,0.00,18.00,0.58,1.68,0.23
63.00,0.00,33.00,0.56,1.54,0.20
45.00,0.00,15.00,0.42,1.72,0.27
93.70,1.00,69.00,0.63,1.51,0.17
9.60,0.00,0.00,0.66,1.50,0.17
60.00,0.00,30.00,0.32,1.71,0.29
8.90,0.00,0.00,0.40,1.57,0.28
18.40,1.00,0.00,0.98,1.76,0.21
59.00,0.00,29.00,0.70,1.72,0.25
78.40,1.00,56.00,0.57,1.71,0.24
25.70,0.00,0.00,0.82,1.59,0.17
30.00,0.00,0.00,0.38,1.57,0.28
92.00,0.00,62.00,0.80,1.54,0.17
30.00,0.00,0.00,0.72,1.67,0.35
82.00,0.00,52.00,0.47,1.69,0.26
44.00,0.00,14.00,0.55,1.67,0.24
83.00,0.00,53.00,0.50,1.58,0.20
21.60,0.00,0.00,0.81,1.79,0.41
76.20,1.00,61.00,0.39,1.68,0.28
45.00,0.00,15.00,1.04,1.62,0.17
57.00,0.00,27.00,0.42,1.67,0.26
0.40,0.00,0.00,0.72,1.52,0.18
32.30,1.00,20.00,0.69,1.50,0.17
47.00,1.00,41.00,0.68,1.68,0.23
21.00,0.00,0.00,0.64,1.53,0.20
30.00,0.00,0.00,0.41,1.62,0.24
14.90,0.00,0.00,0.32,1.68,0.28
52.00,0.00,22.00,0.42,1.67,0.25
41.00,0.00,11.00,0.48,1.61,0.26
30.00,0.00,0.00,0.58,1.53,0.17
18.30,0.00,0.00,0.81,1.55,0.18
41.00,1.00,36.00,0.47,1.65,0.27
30.00,0.00,0.00,0.54,1.83,0.29
25.50,0.00,0.00,0.42,1.70,0.28
98.00,0.00,68.00,0.32,1.60,0.31
61.00,0.00,31.00,0.36,1.65,0.32
65.00,0.00,35.00,0.34,1.63,0.28
34.00,0.00,4.00,0.56,1.56,0.26
55.20,1.00,33.00,0.76,1.56,0.21
85.00,0.00,55.00,0.38,1.55,0.28
57.00,0.00,27.00,0.43,1.67,0.26
91.00,0.00,61.00,0.36,1.64,0.29
13.20,0.00,0.00,0.44,1.72,0.26
23.90,0.00,0.00,0.38,1.65,0.26
20.00,0.00,0.00,0.56,1.63,0.24
40.20,1.00,14.00,0.46,1.55,0.27
72.00,0.00,42.00,0.42,1.85,0.40
22.80,0.00,0.00,0.57,1.76,0.25
30.00,0.00,0.00,0.40,1.69,0.27
60.00,0.00,30.00,0.32,1.73,0.28
30.00,0.00,0.00,1.09,1.71,0.22
33.00,0.00,3.00,0.65,1.69,0.30
44.00,0.00,14.00,0.44,1.64,0.26
49.00,0.00,19.00,0.43,1.73,0.26
40.00,0.00,10.00,0.83,1.62,0.18
50.00,0.00,20.00,0.41,1.57,0.27
49.00,0.00,19.00,0.33,1.72,0.28
53.10,1.00,33.00,0.60,1.67,0.24
22.20,1.00,0.00,1.16,1.76,0.22
30.00,0.00,0.00,0.99,1.77,0.21
90.00,0.00,60.00,0.39,1.57,0.23
22.40,1.00,11.00,0.82,1.60,0.18
26.90,0.00,0.00,0.65,1.75,0.34
29.80,0.00,0.00,0.55,1.81,0.27
4.20,0.00,0.00,0.49,1.62,0.22
44.00,0.00,14.00,0.71,2.05,0.26
65.20,1.00,40.00,0.42,1.88,0.40
106.00,0.00,76.00,0.47,1.64,0.26
81.00,0.00,51.00,0.33,1.59,0.28
82.00,0.00,52.00,0.46,1.61,0.25
61.00,0.00,31.00,0.51,1.67,0.28
52.00,0.00,22.00,0.37,1.65,0.27
33.00,1.00,20.00,0.80,1.79,0.45
30.00,0.00,0.00,0.86,1.70,0.19
101.00,0.00,71.00,0.50,1.82,0.28
8.20,0.00,0.00,1.03,1.76,0.25
53.00,0.00,23.00,0.68,1.72,0.33
60.00,0.00,30.00,0.46,1.65,0.24
62.20,1.00,39.00,0.64,1.53,0.20
36.10,1.00,25.00,1.16,1.65,0.24
30.00,0.00,0.00,0.54,1.54,0.18
30.00,0.00,0.00,0.37,1.55,0.27
87.00,0.00,57.00,0.43,1.68,0.25
106.00,0.00,76.00,0.47,1.65,0.27
22.80,1.00,0.00,1.05,1.75,0.21
36.00,0.00,6.00,0.56,1.63,0.24
74.00,0.00,44.00,0.32,1.60,0.28
73.00,0.00,43.00,0.43,1.72,0.26
70.10,1.00,47.00,0.94,1.59,0.22
80.00,0.00,50.00,0.36,1.65,0.29
47.00,0.00,17.00,0.56,1.73,0.24
27.50,1.00,26.00,1.11,1.76,0.24
10.70,0.00,0.00,0.45,1.69,0.26
48.00,0.00,18.00,0.46,1.62,0.24
21.90,0.00,0.00,0.88,1.70,0.23
34.00,0.00,4.00,0.32,1.81,0.28
52.60,1.00,48.00,0.44,1.70,0.27
92.00,0.00,62.00,0.30,1.56,0.30
14.10,1.00,0.00,1.19,1.74,0.24
9.00,0.00,0.00,0.61,1.52,0.18
33.90,1.00,20.00,0.70,1.50,0.17
101.00,0.00,71.00,0.38,1.58,0.24
49.00,0.00,19.00,0.34,1.60,0.26
30.00,0.00,0.00,0.32,1.60,0.31
44.00,0.00,14.00,0.45,1.54,0.27
72.00,0.00,42.00,0.43,1.83,0.39
23.50,1.00,23.00,0.67,1.72,0.32
73.00,0.00,43.00,0.39,1.66,0.27
51.00,0.00,21.00,0.91,1.62,0.17
17.00,0.00,0.00,1.19,1.79,0.28
71.00,0.00,41.00,0.66,1.68,0.23
12.90,0.00,0.00,0.46,1.65,0.25
36.30,1.00,18.00,0.68,1.69,0.23
17.00,0.00,0.00,0.80,1.79,0.45
22.80,0.00,0.00,0.39,1.68,0.28
21.90,0.00,0.00,0.82,1.67,0.33
34.10,1.00,15.00,0.65,1.56,0.23
63.00,0.00,33.00,0.53,1.56,0.20
52.10,1.00,28.00,0.32,1.56,0.27
31.40,1.00,30.00,0.71,1.55,0.15
18.00,0.00,0.00,0.62,1.68,0.23
80.00,0.00,50.00,0.38,1.66,0.27
0.40,0.00,0.00,0.67,1.71,0.24
27.20,0.00,0.00,0.80,1.54,0.18
43.00,0.00,13.00,0.38,1.67,0.29
30.00,0.00,0.00,0.37,1.55,0.25
70.00,0.00,40.00,0.54,1.69,0.23
30.00,0.00,0.00,0.70,1.77,0.38
11.60,0.00,0.00,0.61,1.75,0.33
30.00,0.00,0.00,0.63,1.54,0.20
40.40,1.00,21.00,0.89,1.59,0.18
2.30,0.00,0.00,0.43,1.52,0.27
70.00,0.00,40.00,0.54,1.69,0.23
49.00,0.00,19.00,0.35,1.60,0.26
87.00,0.00,57.00,0.68,1.61,0.28
28.30,1.00,12.00,0.52,1.59,0.19
30.00,0.00,0.00,0.46,1.63,0.26
63.00,0.00,33.00,0.43,1.70,0.27
56.00,0.00,26.00,0.52,1.65,0.22
94.10,1.00,71.00,0.52,1.65,0.26
49.00,0.00,19.00,0.33,1.72,0.28
30.00,0.00,0.00,0.85,1.81,0.40
37.00,0.00,7.00,0.74,1.67,0.31
53.00,0.00,23.00,0.40,1.68,0.27
51.00,0.00,21.00,0.87,1.58,0.18
45.90,1.00,39.00,0.61,1.55,0.21
17.70,0.00,0.00,0.69,1.50,0.17
80.00,0.00,50.00,0.38,1.66,0.28
56.00,0.00,26.00,0.37,1.67,0.30
30.00,0.00,0.00,0.36,1.57,0.25
71.00,0.00,41.00,0.37,1.60,0.25
39.00,0.00,9.00,0.47,1.63,0.26
30.00,0.00,0.00,0.60,1.60,0.28
32.90,1.00,22.00,0.42,1.67,0.25
30.00,0.00,0.00,0.99,1.64,0.30
90.00,0.00,60.00,0.43,1.60,0.25
66.00,0.00,36.00,0.53,1.68,0.23
42.00,0.00,12.00,0.35,1.62,0.26
48.00,0.00,18.00,0.35,1.65,0.32
4.10,0.00,0.00,0.57,1.60,0.22
71.00,0.00,41.00,0.70,1.68,0.23
71.00,0.00,41.00,0.61,1.49,0.15
82.00,0.00,52.00,0.51,1.64,0.27
30.00,0.00,0.00,0.38,1.67,0.28
87.00,0.00,57.00,0.46,1.70,0.26
33.00,0.00,3.00,0.46,1.63,0.26
30.00,0.00,0.00,0.89,1.67,0.26
39.20,1.00,10.00,0.84,1.57,0.16
60.50,1.00,39.00,0.61,1.56,0.20
105.00,0.00,75.00,0.60,1.70,0.28
14.10,1.00,10.00,1.14,1.64,0.20
101.00,0.00,71.00,0.38,1.58,0.27
7.10,0.00,0.00,1.27,1.80,0.30
33.00,0.00,3.00,0.53,1.82,0.28
97.00,0.00,67.00,0.57,1.68,0.33
25.50,0.00,0.00,0.52,1.57,0.20
